Speaker ID,Conversation ID,StartTime,End Time,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106
1010,2156.457143,23.99068571,28.80428571,20.00014559,3.081404095,13.30336251,28.3806554,-8.992944327,-2.334899359,-4.840467169,0.909865451,-20.02829778,14.78153599,-29.00145691,3.32351167,24.99904426,15.84485207,-15.67601172,-2.960414625,20.6072275,-32.73538009,-15.16251881,-10.11226707,23.46676485,-15.55058362,-12.90685933,29.3905889,-43.53946898,6.968990955,-22.40021049,15.16182106,-32.06022112,-16.59593768,8.666100436,-7.568991286,-2.569268723,2.051563847,-10.41929974,42.16026958,-3.40241777,12.11310026,6.897015195,-22.36216217,-26.34601182,-32.95142691,60.97155387,-9.730507357,4.910580989,11.8855289,1.469481464,-7.533520735,-4.502605752,21.57841938,9.560251915,-6.410497241,6.47619932,28.4564614,3.924716953,-18.17627522,-13.95631959,4.503057372,32.93360644,18.84384036,-2.918061761,28.77725855,-9.841484831,13.68806937,-19.74652975,-8.159438617,-13.04182712,-16.48338795,-25.11184334,16.05752577,-12.61402863,2.919935221,20.66709078,32.08614849,-4.880044631,-19.67760041,-21.47295272,-11.15811617,-14.28892618,-3.864095632,14.38581466,15.49013105,18.97169785,8.553416583,-8.824174055,12.72830553,-12.60650736,-25.51456965,8.938304347,35.79304724,8.364956718,-22.35016748,-24.61827339,-12.13931344,-40.88789691,-39.50191146,17.75361892,-2.756412894,13.60016175,47.19504569,-10.03589326,-15.63398255,14.4155878
1014,2651.4,28.84633333,33.58066667,34.02600239,-7.57411062,15.29428909,28.80452029,-5.498545969,0.42618192,4.816415391,-7.786051998,-10.16306769,16.18597478,-32.98420674,-5.448591325,21.32920226,21.79890123,-19.57533226,5.16439886,30.65978144,-41.61900107,-22.36178608,-8.965529279,27.71918331,-16.51677874,-3.151801457,33.993575,-44.71046968,-2.607789758,-39.35443278,5.685222489,-37.05297394,-9.933170252,11.79517152,-13.57816931,-4.105909248,0.816269748,-6.602871537,37.18736498,0.791189753,11.61971496,13.30108002,-33.78744073,-35.19164542,-32.88520937,80.3780749,-4.151303673,1.853171204,15.86987156,5.802030909,-3.843919641,-1.813201303,23.59869423,9.127384473,-5.073428513,13.0208768,30.92786456,-9.958706635,-12.53305204,-19.70159947,8.991684755,39.68697895,19.59103679,2.646050859,23.70783826,-14.57493637,15.14559265,-27.94720603,-9.199403998,-14.47517118,-11.66907396,-18.79183758,28.04680975,-8.051157243,7.864610346,16.51257163,46.25452647,3.603057794,-16.09583001,-14.30040313,2.352543339,-20.60229775,13.59842231,17.95561599,10.41182334,27.7932529,17.55214939,-19.25844684,9.84469824,-18.00897852,-15.63458356,15.11034255,47.61724831,3.705928197,-28.21337974,-22.65943228,-12.13711282,-46.26706155,-47.33431845,18.17143531,-0.492762277,10.27200442,54.45010901,-8.997953038,-18.66989021,6.457759995
1016,2204.483871,27.45332258,32.69451613,20.3600608,-4.498293495,12.63720151,22.32672665,-8.445349744,-1.237846935,-0.799753701,0.898822113,-9.411851633,7.504161182,-24.44218244,3.665179945,22.29994047,20.16638603,-20.58586262,2.301165019,24.05839176,-28.00152068,-11.35256546,-7.882330121,24.52839767,-6.964854348,-11.4178536,27.35284837,-37.33598658,5.980744908,-30.68323889,11.56566282,-30.40469014,-16.0657082,5.053763009,-12.56776988,-3.253624395,5.274781076,-12.88174603,36.91078789,5.119864823,13.74781187,7.814755081,-19.10517168,-21.8159162,-28.96857922,60.42745783,-5.487063254,3.398083642,11.09339762,-0.360863736,-4.741637171,-8.163787076,18.46208477,8.933263088,-0.018563422,4.165259591,27.90122646,1.722725581,-14.13919341,-14.85262985,13.10087913,23.48670295,14.80989207,-2.196000395,22.31225068,-12.71869852,11.27836968,-18.97216177,-7.614209637,-13.25629629,-13.99220116,-12.83645343,19.16499244,5.75805845,7.020509759,18.14831281,35.67820938,-4.103636894,-17.0300203,-13.63602557,-10.67749432,-22.42710455,2.393963683,9.626817001,15.58827737,17.04626432,7.179904402,-10.0659362,12.6837399,-11.86677524,-22.27748472,11.85921842,34.48635003,10.6416232,-18.30151754,-20.62866577,-8.723506952,-33.20409325,-36.34975543,16.23489064,-4.563134226,11.9043699,37.45922432,-8.825888661,-16.80033386,7.645237688
1020,2001,32.75042857,36.43428571,22.27757599,0.32415226,13.22025525,28.98221057,-18.46928911,-1.300017469,4.084557523,4.121624276,-19.65977264,12.01036993,-29.75080647,8.353299835,27.15728908,24.25821734,-22.89576524,-7.327178434,22.19657709,-26.47159721,-15.8316777,-1.329000502,21.47453179,-9.852692402,-12.29595709,29.79339817,-36.8833053,1.231187449,-35.54274913,17.06055129,-33.68709279,-21.13333232,5.93597838,-15.72814811,-3.090970621,4.378688441,-15.24427996,41.24008735,7.356923553,29.87312842,11.87003569,-12.71097056,-23.9150622,-29.96059744,69.94917709,-9.024805148,1.00671608,17.95234509,3.874119426,-12.19340251,-19.02660795,15.98614048,14.24739574,2.138842043,5.681983713,28.78554829,13.63251928,-16.51585543,-14.96547128,8.706754347,29.75821566,24.29632287,-4.656758403,27.66228509,-16.04209768,11.37061007,-21.00415529,-12.50664975,-17.85404162,-17.87993873,-16.99310573,21.4500216,8.372981279,3.236523741,21.80839158,38.72410084,-2.755092468,-13.91873825,-13.80245379,-16.90994453,-27.08755163,-1.865465396,1.58285353,20.53914152,15.90576374,6.756623853,-7.248365329,20.14634181,-7.651494541,-20.86389457,15.9151629,43.41996138,3.729651715,-15.34886096,-34.20065631,-10.5686148,-44.71175707,-45.38248471,24.43366767,-8.619119025,6.124773161,49.36938059,-3.110132193,-20.93282356,11.77763755
1022,2685.325581,26.333,29.4644186,33.07280019,-0.058823498,17.9466544,31.44209151,-8.337676726,-4.358555132,0.984585832,-3.271733253,-14.88758622,14.83212174,-32.98734331,-2.330322383,26.24478484,27.58013284,-19.47670481,7.029807919,34.1516228,-37.28331115,-17.85635986,-10.16834385,29.2196324,-14.69447837,-7.201311811,32.17980373,-49.15735791,-8.278672725,-41.30637868,9.739299665,-31.54947496,-14.1001517,4.864923753,-12.09834794,-6.263925682,2.23675541,-12.70871535,40.50108164,4.219564927,17.52074773,12.70059302,-26.57476862,-28.15448514,-41.16722877,86.38212557,-6.833458178,2.297539137,15.91428955,7.015121439,-7.264932071,-10.00209202,25.3704556,7.204777801,-1.765808129,7.511160721,32.72158099,-2.319980898,-12.10179051,-20.18228809,11.84427395,35.98860771,22.13742351,2.060124577,26.35027144,-13.71892428,16.83845893,-21.445886,-11.53907318,-15.14162157,-15.33311738,-15.34275934,24.20677495,22.0644538,5.268464021,22.69530203,51.39491102,0.197060665,-14.9512123,-17.61167374,-2.54185251,-24.32923793,9.915392869,12.96739205,16.14484569,23.63303873,13.31548437,-15.30696707,16.22546824,-18.02138236,-14.13810886,16.0729851,48.89768992,6.813957556,-25.90264098,-20.74699402,-17.54703674,-50.0229048,-44.6140033,21.83521537,-2.513705911,9.71201671,53.65332935,-8.52969033,-20.26515504,11.75198445
1023,3209.022727,24.72715909,28.31409091,27.08938657,4.628936956,12.73847891,31.24256672,-15.51341072,-4.581104844,-1.691416596,-2.384411136,-20.7203583,16.70301076,-29.40859214,5.603257744,30.3611596,16.22140085,-19.62135386,1.95140762,24.69751777,-34.20202317,-14.92133814,-5.260815849,25.72323232,-17.14885447,-12.96566225,31.57668484,-43.43349297,3.243122767,-29.68154293,13.85763242,-27.2074425,-14.58608505,2.438617411,-10.27682182,-3.321216196,3.298354894,-9.426117925,46.73569584,-0.655355694,16.47339987,8.122144615,-25.43619223,-26.78106595,-36.99053298,70.34828592,-6.634665101,4.933514529,12.16678071,-0.696865002,-2.191883144,-6.883722499,23.21992783,13.09735428,-7.533163585,2.474091722,30.91245358,0.489694316,-19.48520304,-13.64958901,5.415490932,36.95471684,18.67728729,-1.978199686,26.47304259,-9.931213878,9.952484457,-22.78347813,-6.270776408,-14.22878174,-16.96940607,-19.26007317,17.49236308,11.08209712,-0.469234118,24.90503231,41.64754248,-4.504137932,-20.14979267,-19.38035317,-9.199549584,-16.55510558,-1.43311874,9.661002343,17.48556052,19.50434339,12.23395509,-9.673970017,18.48345141,-14.77726887,-22.30725424,10.91665603,42.3493275,6.839365191,-23.06176935,-25.02197321,-14.37659945,-45.69629425,-40.20920784,21.57744248,-5.486270415,10.33389431,50.40179217,-10.37702616,-21.8853337,13.79831168
1028,2613.727273,28.58493182,32.54954545,17.24993197,-1.235529328,11.59590693,26.452598,-11.81519878,-3.777497468,-0.123222994,-0.044838935,-17.35596691,11.86944366,-28.26545524,4.557935381,24.88689981,18.30807022,-16.31447948,7.331795113,24.54646117,-27.77032626,-17.21704793,-4.592984788,23.10774346,-12.07633733,-15.54956198,28.87731024,-41.79487655,3.780544876,-30.39992517,14.47630602,-31.98307095,-15.17392306,6.915611378,-11.80050218,-0.995301028,3.083452793,-12.42925789,40.77152395,1.553830265,15.60920452,6.71800944,-23.37738414,-30.26546401,-32.49154648,72.60529725,-3.174254915,7.610246881,10.09547283,2.176054258,-8.379513282,-12.47075307,25.41514326,10.95335876,-2.441276771,2.639883576,28.80422877,2.971646031,-17.19243504,-20.86033434,12.10939285,32.16117816,14.99832642,-3.532633226,23.8181254,-13.72742364,11.44535818,-20.79459178,-6.215652136,-8.840301545,-15.45846,-18.52228927,23.61671633,3.94498453,1.250763117,26.628008,41.6658653,-1.833374529,-20.38025599,-16.97470624,-6.403632781,-20.37557005,2.063278672,11.63352185,18.67619466,17.12369756,10.07351017,-16.81505371,12.90076293,-15.2019639,-17.79260974,10.8926322,40.95232564,7.319013742,-23.59439776,-26.81230992,-8.249572677,-42.42635494,-42.23154058,25.32028197,-3.739719892,6.617868027,50.0176006,-11.10248401,-13.20527253,13.44846039
1031,2499.5,25.53191667,29.31194444,21.52646956,-2.620815708,9.033681654,17.67337568,-7.937035516,-3.070359286,2.354342425,-8.741969049,-12.92853944,3.73267099,-21.07677255,3.280238215,16.28070085,16.4945423,-17.72892694,2.80911927,11.81504684,-16.81326293,-11.73372803,-12.55212858,19.47573605,-13.07099111,-3.493875182,21.96498747,-32.83114682,8.50115269,-21.91817018,13.9157522,-24.66182334,-13.62754547,6.284843923,-6.360732205,-6.043960429,5.77008708,-9.626447327,33.94605427,7.815025987,11.34045181,4.169255779,-21.55101828,-20.44962811,-24.38006803,58.44385981,-4.74006137,2.601815233,7.425376815,0.971982399,-3.178826181,-8.365726002,18.90353651,7.590232968,-4.655435822,4.535711361,21.83281374,-5.011185679,-17.69389433,-15.47164719,4.102464084,25.44072396,18.72903031,0.637813323,23.34381415,-1.696179676,10.28248406,-17.19712112,-7.216425073,-7.144451373,-16.74034164,-17.7033965,10.85809548,11.27162274,8.562278496,16.58635069,30.47806601,-6.292738304,-14.51210727,-16.93815578,-4.408162709,-16.510404,-7.5008356,20.86382925,9.624428241,13.60309223,6.903633358,-6.286503375,10.45730331,-12.87848505,-16.64172663,4.88279804,27.35015029,8.852580057,-17.28924233,-21.73637667,-8.991983666,-31.39159259,-32.74213203,13.04446485,3.956834867,13.55894527,37.12468971,-10.90579383,-16.21520207,9.998016372
1039,2191.5,27.78786364,31.50886364,26.00106098,-3.243867161,11.70661971,16.40874445,-5.849720985,-2.001390734,2.333709816,-13.47270418,-6.864820448,7.806593606,-20.23494872,-3.784345653,18.52292409,13.12924512,-16.89674269,5.394258299,21.16460347,-28.62836752,-12.03565779,-8.476429995,23.2229327,-15.69673537,-10.48280232,26.99000438,-37.03830884,7.219187552,-23.1981692,6.319112877,-32.15540708,-10.51571853,8.445252874,-8.636964563,-5.163897596,6.883316559,-5.75802961,31.16883228,-2.31241701,-0.013701289,5.586168412,-29.0120519,-28.43231592,-22.30215753,56.90049051,-4.803664022,7.592185328,7.66125561,0.156476738,-5.1760542,-4.083748917,26.04204416,8.56869135,-3.612095061,9.20554331,20.05597928,-6.590791822,-9.27312553,-17.01032026,7.600454236,25.2273682,15.23437534,1.626663847,21.92966279,-2.873666899,14.97776841,-18.17695606,-2.220205479,-4.974060406,-14.63909671,-19.39671416,19.55392775,-3.449244496,5.648329947,21.44741252,23.87803149,-4.529944052,-14.01234104,-16.07741677,0.429925267,-18.68685604,2.914091767,19.84263109,17.71584842,17.22487155,12.73484786,-14.00182015,2.914039369,-17.68632252,-18.64602225,11.40771696,34.3130567,3.268135632,-21.13097204,-21.87121388,-10.79861035,-31.26320748,-33.34403493,13.93395624,3.003284978,7.587444734,44.17756996,-12.62509012,-15.3500585,8.275686992
1051,3063.813953,28.6435814,32.65511628,17.58574927,-10.90989579,18.53066275,32.96332925,-7.72229169,-3.733754871,3.190024302,11.34519448,-24.21979611,26.8999086,-38.64889435,0.511429729,28.59292276,15.31962737,-14.16489593,20.22543835,35.91306007,-45.77051993,-28.08808676,1.456531781,22.68007326,-16.55707069,-15.74945346,32.16160556,-52.74434691,-8.496304712,-40.27777545,10.45926969,-37.93734684,-19.37871,5.103488032,-17.40305509,1.085496513,-4.762186023,-12.80636937,43.72974376,-1.378546799,15.21552736,3.584682071,-30.79080471,-39.05749491,-44.93934008,92.39696823,-0.47895357,-1.187527447,17.84520954,13.67694867,-11.49986913,-11.51932898,28.9993209,12.84452074,2.775443356,7.539168496,38.78175924,7.046838469,-15.48313517,-28.1185548,15.67961082,42.80745373,15.03028933,-8.131814246,16.67822419,-21.29846194,14.11855194,-13.02450204,-9.887792125,-9.806902517,-13.21362275,-20.23859629,31.33817371,-12.03762696,-3.007608679,26.40169024,50.25528104,4.593571435,-18.41452657,-19.01435102,-0.790822559,-16.29297762,14.11946525,11.5033385,22.47290394,21.30167198,18.67892153,-28.44798353,7.983215939,-17.93908415,-11.40127068,16.98003979,51.64033428,9.252161506,-26.30558963,-37.56171882,-8.419445115,-51.12414089,-55.85671344,33.32712158,-8.777168545,4.799089396,70.04606952,-10.64678478,-18.61642667,18.86559899
